 Catch_2004_1 Catch_2005_1 Catch_2006_1 Catch_2007_1  Catch_2004_2 Catch_2005_2 Catch_2006_2 Catch_2007_2  Catch_2004_3 Catch_2005_3 Catch_2006_3 Catch_2007_3  Catch_2004_4 Catch_2005_4 Catch_2006_4 Catch_2007_4  Catch_2004_5 Catch_2005_5 Catch_2006_5 Catch_2007_5  Catch_2004_6 Catch_2005_6 Catch_2006_6 Catch_2007_6  Catch_2004_7 Catch_2005_7 Catch_2006_7 Catch_2007_7  Catch_2004_8 Catch_2005_8 Catch_2006_8 Catch_2007_8  Catch_2004_9 Catch_2005_9 Catch_2006_9 Catch_2007_9  Catch_2004_10 Catch_2005_10 Catch_2006_10 Catch_2007_10  Catch_2004_11 Catch_2005_11 Catch_2006_11 Catch_2007_11  Catch_2004_12 Catch_2005_12 Catch_2006_12 Catch_2007_12  
 0 0 0 0  35779.5 53528.4 67555.6 0  71559 103232 125511 0  107339 149110 174483 0  143118 191162 215086 0  178898 229390 247937 0  214677 263792 273651 0  250457 294369 292844 0  286236 321121 306132 0  322016 344048 314131 0  357795 363149 317457 0  393575 378425 316725 0 
 0 0 0 0  37755 58237.6 76780.8 0  75510.1 112382 143262 0  113265 162435 200103 0  151020 208394 247964 0  188775 250261 287506 0  226530 288036 319387 0  264285 321718 344269 0  302040 351307 362811 0  339795 376803 375673 0  377550 398207 383514 0  415306 415518 386996 0 
 0 0 0 0  42635.5 59737.4 76162 0  85270.9 114864 141521 0  127906 165381 196811 0  170542 211287 242765 0  213177 252582 280115 0  255813 289267 309597 0  298448 321342 331942 0  341084 348806 347884 0  383719 371659 358157 0  426355 389902 363494 0  468990 403535 364628 0 
 0 0 0 0  43669.2 58377.9 67603.8 0  87338.4 112064 124480 0  131008 161059 171369 0  174677 205361 209010 0  218346 244973 238143 0  262015 279892 259507 0  305685 310120 273841 0  349354 335656 281885 0  393023 356500 284380 0  436692 372653 282063 0  480361 384114 275676 0 
 0 0 0 0  49412 63994.7 74279.7 0  98824.1 122710 136747 0  148236 176146 188231 0  197648 224303 229561 0  247060 267180 261565 0  296472 304778 285074 0  345884 337097 300914 0  395296 364136 309917 0  444708 385896 312909 0  494120 402377 310722 0  543532 413579 304183 0 
 0 0 0 0  36525.6 51280.1 67016.4 0  73051.1 98628.9 124774 0  109577 142047 173902 0  146102 181533 215025 0  182628 217088 248773 0  219153 248712 275771 0  255679 276405 296649 0  292205 300166 312032 0  328730 319997 322548 0  365256 335896 328825 0  401781 347864 331489 0 
 0 0 0 0  34144.8 48631.8 64362.3 0  68289.5 93608.7 120049 0  102434 134931 167639 0  136579 172597 207714 0  170724 206609 240854 0  204869 236966 267639 0  239013 263669 288648 0  273158 286716 304464 0  307303 306108 315664 0  341448 321845 322831 0  375593 333927 326543 0 
 0 0 0 0  25865.9 35857.6 51273.4 0  51731.7 68932.5 96022.6 0  77597.6 99224.9 134691 0  103463 126735 167723 0  129329 151462 195563 0  155195 173406 218653 0  181061 192568 237438 0  206927 208947 252361 0  232793 222543 263866 0  258659 233357 272398 0  284525 241389 278399 0 
 0 0 0 0  30432.5 45140.5 60497.8 0  60865.1 86988.6 113008 0  91297.6 125544 158057 0  121730 160808 196175 0  152163 192779 227887 0  182595 221458 253723 0  213028 246844 274211 0  243460 268939 289877 0  273893 287741 301249 0  304325 303250 308857 0  334758 315467 313227 0 
 0 0 0 0  39338.2 55049.7 69044.2 0  78676.5 105860 128172 0  118015 152430 178057 0  157353 194761 219372 0  196691 232853 252790 0  236029 266704 278986 0  275368 296316 298632 0  314706 321689 312402 0  354044 342822 320970 0  393382 359715 325008 0  432721 372369 325190 0 
 0 0 0 0  46438.8 62659.7 77388.5 0  92877.6 120367 143494 0  139316 173122 199094 0  185755 220924 244965 0  232194 263774 281883 0  278633 301672 310625 0  325072 334617 331967 0  371510 362610 346686 0  417949 385651 355559 0  464388 403739 359363 0  510827 416875 358873 0 
 0 0 0 0  38886.1 53087.7 66435.1 0  77772.1 101959 123153 0  116658 146614 170826 0  155544 187054 210123 0  194430 223277 241716 0  233316 255283 266275 0  272202 283074 284472 0  311088 306648 296978 0  349974 326007 304462 0  388861 341149 307597 0  427747 352074 307052 0 
 0 0 0 0  36860 51306.5 62295.6 0  73720 98629 115240 0  110580 141968 159469 0  147440 181322 195618 0  184300 216693 224321 0  221160 248080 246214 0  258020 275482 261932 0  294880 298901 272110 0  331740 318336 277384 0  368600 333787 278388 0  405460 345254 275757 0 
 0 0 0 0  48390.1 68485.2 87001.3 0  96780.2 131787 161736 0  145170 189907 225026 0  193560 242843 277693 0  241950 290597 320558 0  290340 333167 354444 0  338731 370555 380172 0  387121 402760 398564 0  435511 429781 410441 0  483901 451620 416625 0  532291 468276 417939 0 
 0 0 0 0  36908 49937.2 60565 0  73816.1 95985.5 112165 0  110724 138145 155408 0  147632 176415 190900 0  184540 210797 219250 0  221448 241289 241064 0  258356 267893 256951 0  295264 290608 267517 0  332172 309433 273370 0  369080 324370 275117 0  405988 335418 273366 0 
 0 0 0 0  38392.8 50021.7 60471.7 0  76785.6 95992.8 111902 0  115178 137913 154921 0  153571 175783 190159 0  191964 209603 218245 0  230357 239371 239811 0  268750 265089 255484 0  307142 286757 265897 0  345535 304374 271678 0  383928 317940 273458 0  422321 327456 271867 0 
 0 0 0 0  37908.8 53185.5 70392.4 0  75817.5 102356 131337 0  113726 147513 183465 0  151635 188654 227408 0  189544 225781 263797 0  227453 258893 293264 0  265361 287991 316440 0  303270 313074 333957 0  341179 334142 346446 0  379088 351196 354538 0  416996 364235 358866 0 
 0 0 0 0  37678.5 49760 67829.6 0  75357 95462.5 126640 0  113035 137108 177068 0  150714 174695 219753 0  188392 208225 255333 0  226071 237697 284447 0  263749 263112 307731 0  301428 284469 325825 0  339106 301769 339366 0  376785 315011 348994 0  414463 324196 355345 0 
 0 0 0 0  42280.2 58761 71557.2 0  84560.4 112890 132431 0  126841 162387 183358 0  169121 207251 225079 0  211401 247483 258331 0  253681 283084 283852 0  295961 314052 302381 0  338241 340388 314656 0  380522 362092 321416 0  422802 379163 323399 0  465082 391603 321342 0 
 0 0 0 0  32860.6 44788.3 53048 0  65721.2 85954.3 97815.2 0  98581.7 123498 134882 0  131442 157419 164830 0  164303 187719 188238 0  197163 214395 205689 0  230024 237450 217761 0  262885 256882 225036 0  295745 272692 228095 0  328606 284880 227518 0  361466 293445 223885 0 
 0 0 0 0  41660.5 52154.8 57750.2 0  83320.9 99833.5 105789 0  124981 143036 144816 0  166642 181763 175533 0  208302 216013 198639 0  249963 245787 214836 0  291623 271085 224823 0  333284 291907 229302 0  374944 308253 228972 0  416605 320123 224534 0  458265 327516 216688 0 
 0 0 0 0  41890.2 53779.8 60989 0  83780.5 103091 112142 0  125671 147934 154154 0  167561 188309 187718 0  209451 224215 213528 0  251341 255653 232278 0  293232 282623 244663 0  335122 305124 251377 0  377012 323157 253113 0  418902 336721 250566 0  460793 345817 244430 0 
 0 0 0 0  40266.8 51257.7 57261.9 0  80533.6 98325.5 105219 0  120800 141204 144514 0  161067 179892 175792 0  201334 214390 199694 0  241601 244698 216866 0  281868 270817 227949 0  322134 292746 233587 0  362401 310485 234424 0  402668 324034 231104 0  442935 333393 224269 0 
 0 0 0 0  37705.6 46804.7 51027.8 0  75411.2 89653.9 93434.8 0  113117 128548 127831 0  150822 163486 154826 0  188528 194469 175030 0  226233 221496 189053 0  263939 244568 197504 0  301645 263684 200993 0  339350 278845 200131 0  377056 290050 195527 0  414761 297300 187791 0 
 0 0 0 0  37978.8 47593.5 53426.9 0  75957.5 91158.6 98020.9 0  113936 130695 134410 0  151915 166204 163220 0  189894 197683 185081 0  227873 225135 200620 0  265851 248558 210463 0  303830 267953 215240 0  341809 283319 215576 0  379788 294657 212101 0  417766 301966 205442 0 
 0 0 0 0  38635.8 51075.4 58992.6 0  77271.5 98022.6 108626 0  115907 140841 149549 0  154543 179532 182410 0  193179 214094 207856 0  231815 244529 226536 0  270450 270834 239097 0  309086 293012 246189 0  347722 311061 248459 0  386358 324982 246555 0  424994 334775 241126 0 
 0 0 0 0  33937.7 44560.1 53369.4 0  67875.3 85519.6 98603.1 0  101813 122879 136265 0  135751 156637 166917 0  169688 186794 191125 0  203626 213351 209451 0  237564 236308 222459 0  271501 255663 230713 0  305439 271418 234776 0  339377 283573 235212 0  373314 292127 232584 0 
 0 0 0 0  34353.6 47668.7 58558.3 0  68707.2 91713.8 108571 0  103061 132135 150606 0  137414 168933 185234 0  171768 202108 213024 0  206122 231658 234543 0  240475 257586 250362 0  274829 279889 261050 0  309182 298569 267175 0  343536 313626 269306 0  377889 325059 268013 0 
 0 0 0 0  31473.6 44482.4 57427.5 0  62947.3 85599.2 106929 0  94420.9 123350 149036 0  125895 157736 184281 0  157368 188756 213196 0  188842 216411 236314 0  220315 240700 254167 0  251789 261623 267287 0  283263 279181 276206 0  314736 293373 281457 0  346210 304200 283571 0 
 0 0 0 0  29667.3 39667.5 47692.1 0  59334.6 76164.7 88192.8 0  89002 109492 122000 0  118669 139648 149610 0  148337 166635 171521 0  178004 190451 188232 0  207671 211097 200238 0  237339 228573 208038 0  267006 242878 212130 0  296673 254013 213010 0  326341 261978 211176 0 
 0 0 0 0  34441.6 44944 53480.8 0  68883.3 86205.6 98734 0  103325 123785 136336 0  137767 157682 166865 0  172208 187896 190896 0  206650 214428 209007 0  241091 237277 221775 0  275533 256445 229776 0  309975 271929 233587 0  344416 283732 233785 0  378858 291851 230947 0 
 0 0 0 0  31536.2 43199.8 56305.2 0  63072.4 83034.9 104900 0  94608.7 119505 146313 0  126145 152611 181072 0  157681 182352 209705 0  189217 208728 232740 0  220754 231739 250706 0  252290 251386 264131 0  283826 267668 273542 0  315362 280585 279469 0  346898 290138 282438 0 
 0 0 0 0  30642.1 44702 61991.9 0  61284.2 86127.3 116150 0  91926.3 124276 162994 0  122568 159148 203042 0  153210 190743 236813 0  183853 219062 264825 0  214495 244103 287596 0  245137 265869 305646 0  275779 284357 319493 0  306421 299569 329656 0  337063 311504 336653 0 
 0 0 0 0  32702.5 47370.7 66435.2 0  65405 91185.4 124420 0  98107.5 131444 174523 0  130810 168147 217312 0  163512 201294 253357 0  196215 230884 283226 0  228917 256919 307487 0  261620 279398 326709 0  294322 298321 341461 0  327025 313687 352310 0  359727 325498 359826 0 
 0 0 0 0  36912.2 51944.9 72050.9 0  73824.5 99865.2 134767 0  110737 143761 188789 0  147649 183632 234759 0  184561 219478 273317 0  221473 251300 305104 0  258386 279097 330763 0  295298 302869 350933 0  332210 322617 366256 0  369122 338340 377373 0  406035 350038 384926 0 
 0 0 0 0  35937.1 47190.9 60652.8 0  71874.3 90495 112677 0  107811 129912 156688 0  143749 165443 193299 0  179686 197086 223126 0  215623 224843 246782 0  251560 248713 264882 0  287497 268696 278042 0  323434 284792 286874 0  359371 297002 291995 0  395309 305324 294018 0 
 0 0 0 0  36489.7 44249.7 55614.6 0  72979.4 84586.8 102941 0  109469 121011 142589 0  145959 153523 175172 0  182448 182122 201300 0  218938 206808 221585 0  255428 227582 236637 0  291918 244443 247069 0  328407 257391 253492 0  364897 266426 256516 0  401387 271549 256754 0 
 0 0 0 0  34650.4 41130.9 47102.3 0  69300.7 78515.2 86300 0  103951 112153 118184 0  138601 142044 143347 0  173252 168188 162378 0  207902 190586 175871 0  242553 209238 184415 0  277203 224142 188603 0  311853 235301 189025 0  346504 242712 186273 0  381154 246377 180938 0 
 0 0 0 0  38400.3 47823.2 59159.8 0  76800.6 91533.2 109496 0  115201 131130 151650 0  153601 166614 186264 0  192002 197984 213982 0  230402 225242 235446 0  268802 248386 251298 0  307202 267417 262181 0  345603 282335 268736 0  384003 293140 271607 0  422403 299831 271436 0 
 0 0 0 0  38670.9 50511 69604.9 0  77341.9 96861.6 129975 0  116013 139052 181766 0  154684 177082 225632 0  193355 210952 262228 0  232026 240662 292209 0  270697 266211 316229 0  309367 287600 334944 0  348038 304829 349007 0  386709 317898 359074 0  425380 326806 365800 0 
 0 0 0 0  33369.5 45709.2 54289.3 0  66739 87789.4 100186 0  100108 126241 138269 0  133478 161063 169115 0  166847 192256 193303 0  200217 219821 211412 0  233586 243756 224020 0  266956 264063 231704 0  300325 280740 235044 0  333695 293789 234616 0  367064 303209 231000 0 
 0 0 0 0  39552.1 53164.9 62837.1 0  79104.1 102035 115895 0  118656 146610 159855 0  158208 186890 195397 0  197760 222875 223202 0  237312 254566 243949 0  276864 281961 258321 0  316416 305062 266996 0  355968 323867 270657 0  395521 338378 269983 0  435073 348594 265654 0 
 0 0 0 0  38188.6 52060.2 60894.5 0  76377.2 99952.1 112245 0  114566 143676 154712 0  152754 183231 188957 0  190943 218619 215642 0  229132 249838 235429 0  267320 276889 248979 0  305509 299772 256953 0  343698 318486 260014 0  381886 333033 258822 0  420075 343411 254038 0 
 0 0 0 0  32000.1 45575.4 66126.2 0  64000.2 87633.6 123940 0  96000.3 126175 174007 0  128000 161199 216891 0  160001 192706 253155 0  192001 220696 283365 0  224001 245168 308084 0  256001 266124 327877 0  288001 283563 343308 0  320001 297484 354941 0  352001 307888 363340 0 
 0 0 0 0  37763.1 52143.4 61682.2 0  75526.2 100184 113807 0  113289 144121 157029 0  151052 183955 192001 0  188815 219686 219378 0  226578 251314 239813 0  264342 278839 253961 0  302105 302261 262475 0  339868 321580 266010 0  377631 336796 265219 0  415394 347908 260757 0 
 0 0 0 0  34120 49545.9 61210.4 0  68240.1 95424.4 113480 0  102360 137636 157394 0  136480 176179 193539 0  170600 211056 222500 0  204720 242265 244863 0  238840 269806 261215 0  272960 293681 272140 0  307080 313887 278225 0  341200 330427 280056 0  375320 343299 278218 0 
 0 0 0 0  26374.1 37698.4 47531.3 0  52748.1 72599.8 88320.3 0  79122.2 104704 122808 0  105496 134012 151437 0  131870 160522 174648 0  158244 184236 192883 0  184618 205153 206584 0  210992 223273 216191 0  237366 238595 222147 0  263741 251121 224893 0  290115 260850 224871 0 
 0 0 0 0  31934.5 46161.9 58592.6 0  63869.1 88909.2 109041 0  95803.6 128242 151884 0  127738 164160 187658 0  159673 196663 216902 0  191607 225752 240153 0  223542 251426 257949 0  255476 273686 270828 0  287411 292530 279329 0  319345 307961 283987 0  351280 319976 285343 0 
 0 0 0 0  31189.3 45350.2 56722.9 0  62378.6 87384.7 105407 0  93567.8 126104 146577 0  124757 161507 180757 0  155946 193595 208471 0  187136 222367 230242 0  218325 247824 246596 0  249514 269965 258057 0  280704 288791 265148 0  311893 304301 268394 0  343082 316496 268319 0 
 0 0 0 0  36312 51018.7 62204.9 0  72624 98215.9 115344 0  108936 141592 160014 0  145248 181146 196814 0  181560 216879 226339 0  217872 248790 249187 0  254184 276880 265955 0  290496 301149 277241 0  326808 321596 283641 0  363120 338222 285753 0  399432 351026 284175 0 
 0 0 0 0  37930.6 50226.7 66046.1 0  75861.2 96409.1 122922 0  113792 138547 171263 0  151722 176641 211702 0  189653 210691 244875 0  227584 240696 271416 0  265514 266657 291959 0  303445 288574 307138 0  341375 306447 317589 0  379306 320275 323945 0  417236 330059 326840 0 
 0 0 0 0  38031.9 49155.2 58761.4 0  76063.8 94240.6 108408 0  114096 135256 149578 0  152128 172202 182911 0  190159 205078 209046 0  228191 233885 228621 0  266223 258621 242275 0  304255 279288 250648 0  342287 295885 254377 0  380319 308412 254102 0  418351 316870 250462 0 
 0 0 0 0  45092.1 57299 64153.9 0  90184.1 109780 117626 0  135276 157442 161172 0  180368 200287 195547 0  225460 238313 221507 0  270552 271521 239806 0  315644 299911 251200 0  360736 323482 256445 0  405828 342235 256296 0  450921 356171 251508 0  496013 365287 242837 0 
 0 0 0 0  42003 53256.7 69115.2 0  84006.1 102037 128297 0  126009 146341 178246 0  168012 186168 219663 0  210015 221520 253249 0  252018 252394 279706 0  294021 278793 299735 0  336024 300715 314036 0  378027 318160 323310 0  420030 331130 328259 0  462033 339622 329584 0 
 0 0 0 0  39893.2 52292.8 58925.1 0  79786.5 100296 108193 0  119680 144009 148479 0  159573 183432 180458 0  199466 218565 204806 0  239359 249407 222196 0  279253 275961 233306 0  319146 298224 238809 0  359039 316197 239381 0  398932 329880 235697 0  438826 339273 228432 0 
 0 0 0 0  46328.2 61196.2 73512.8 0  92656.3 117433 135754 0  138985 168709 187504 0  185313 215026 229543 0  231641 256383 262649 0  277969 292779 287604 0  324297 324217 305187 0  370625 350694 316178 0  416954 372211 321356 0  463282 388769 321502 0  509610 400366 317395 0 
 0 0 0 0  50752 69694.1 80054.3 0  101504 133940 147469 0  152256 192736 203099 0  203008 246084 247800 0  253760 293984 282428 0  304512 336435 307838 0  355264 373437 324885 0  406016 404990 334426 0  456768 431095 337315 0  507520 451752 334407 0  558272 466959 326560 0 
 0 0 0 0  43257.8 62135.5 74528.4 0  86515.5 119630 137915 0  129773 172485 190892 0  173031 220699 234192 0  216289 264272 268547 0  259547 303205 294689 0  302804 337497 313351 0  346062 367148 325265 0  389320 392159 331162 0  432578 412530 331776 0  475835 428260 327838 0 
 0 0 0 0  42980.3 58620.8 66312.3 0  85960.6 112614 121973 0  128941 161981 167709 0  171921 206720 204249 0  214901 246832 232321 0  257882 282317 252652 0  300862 313175 265970 0  343842 339406 273004 0  386822 361009 274481 0  429803 377985 271128 0  472783 390334 263674 0 
 0 0 0 0  41007 54524.9 64038 0  82013.9 104603 118053 0  123021 150233 162748 0  164028 191417 198825 0  205035 228154 226988 0  246042 260443 247940 0  287049 288285 262384 0  328056 311681 271022 0  369063 330629 274558 0  410070 345130 273694 0  451077 355184 269133 0 
 0 0 0 0  42259.5 53114.1 62917.6 0  84519.1 101669 115926 0  126779 145663 159743 0  169038 185098 195082 0  211298 219974 222661 0  253557 250290 243196 0  295817 276046 257403 0  338076 297242 265997 0  380336 313879 269696 0  422595 325956 269214 0  464855 333474 265268 0 
 0 0 0 0  37539.2 47586.4 53847.6 0  75078.5 91117.5 98790.6 0  112618 130593 135467 0  150157 166014 164517 0  187696 197379 186578 0  225235 224689 202290 0  262775 247944 212290 0  300314 267143 217218 0  337853 282287 217712 0  375392 293376 214412 0  412932 300409 207956 0 
 0 0 0 0  39824.8 56069.2 63905.6 0  79649.7 107838 117649 0  119475 155307 161911 0  159299 198476 197374 0  199124 237344 224721 0  238949 271913 244632 0  278774 302181 257790 0  318599 328149 264876 0  358424 349817 266573 0  398248 367184 263562 0  438073 380252 256525 0 
 0 0 0 0  40714.5 55516.2 71095.9 0  81429.1 106599 131994 0  122144 153249 183399 0  162858 195466 226014 0  203573 233250 260541 0  244287 266600 287686 0  285002 295517 308150 0  325716 320001 322638 0  366431 340052 331854 0  407145 355670 336500 0  447860 366855 337281 0 
 0 0 0 0  34378.6 45848.8 54629.9 0  68757.1 87935.1 100768 0  103136 126259 139012 0  137514 160820 169960 0  171893 191619 194210 0  206271 218656 212358 0  240650 241930 225003 0  275028 261441 232742 0  309407 277191 236173 0  343786 289177 235893 0  378164 297401 232501 0 
 0 0 0 0  35990.3 46606 55973.2 0  71980.6 89327.5 103382 0  107971 128165 142835 0  143961 163118 174945 0  179952 194186 200320 0  215942 221370 219571 0  251932 244670 233308 0  287923 264085 242142 0  323913 279616 246682 0  359903 291263 247539 0  395893 299025 245323 0 
