Virgin_Spawning_Biomass Spawning_Biomass_1971  SpBiom_2004_1 SpBiom_2005_1 SpBiom_2006_1 SpBiom_2007_1  SpBiom_2004_2 SpBiom_2005_2 SpBiom_2006_2 SpBiom_2007_2  SpBiom_2004_3 SpBiom_2005_3 SpBiom_2006_3 SpBiom_2007_3  SpBiom_2004_4 SpBiom_2005_4 SpBiom_2006_4 SpBiom_2007_4  SpBiom_2004_5 SpBiom_2005_5 SpBiom_2006_5 SpBiom_2007_5  SpBiom_2004_6 SpBiom_2005_6 SpBiom_2006_6 SpBiom_2007_6  SpBiom_2004_7 SpBiom_2005_7 SpBiom_2006_7 SpBiom_2007_7  SpBiom_2004_8 SpBiom_2005_8 SpBiom_2006_8 SpBiom_2007_8  SpBiom_2004_9 SpBiom_2005_9 SpBiom_2006_9 SpBiom_2007_9  SpBiom_2004_10 SpBiom_2005_10 SpBiom_2006_10 SpBiom_2007_10  SpBiom_2004_11 SpBiom_2005_11 SpBiom_2006_11 SpBiom_2007_11  SpBiom_2004_12 SpBiom_2005_12 SpBiom_2006_12 SpBiom_2007_12  
7.27782e+006 1.48084e+006  1.48255e+006 1.69512e+006 1.89275e+006 2.72591e+006  1.48255e+006 1.6275e+006 1.73617e+006 2.47004e+006  1.48255e+006 1.55988e+006 1.58665e+006 2.23692e+006  1.48255e+006 1.49227e+006 1.44421e+006 2.02547e+006  1.48255e+006 1.42465e+006 1.30885e+006 1.83458e+006  1.48255e+006 1.35704e+006 1.18055e+006 1.66318e+006  1.48255e+006 1.28942e+006 1.05933e+006 1.51017e+006  1.48255e+006 1.2218e+006 945178 1.37447e+006  1.48255e+006 1.15419e+006 838101 1.25497e+006  1.48255e+006 1.08657e+006 738096 1.1506e+006  1.48255e+006 1.01896e+006 645163 1.06026e+006  1.48255e+006 951340 559303 982860 
9.11336e+006 1.35519e+006  1.26131e+006 1.47005e+006 1.71694e+006 1.96918e+006  1.26131e+006 1.41088e+006 1.58057e+006 1.74706e+006  1.26131e+006 1.35171e+006 1.45039e+006 1.54475e+006  1.26131e+006 1.29254e+006 1.3264e+006 1.36129e+006  1.26131e+006 1.23337e+006 1.2086e+006 1.19573e+006  1.26131e+006 1.1742e+006 1.09698e+006 1.04711e+006  1.26131e+006 1.11502e+006 991558 914486  1.26131e+006 1.05585e+006 892323 796899  1.26131e+006 996682 799277 693397  1.26131e+006 937511 712420 603026  1.26131e+006 878340 631751 524833  1.26131e+006 819169 557272 457864 
8.06251e+006 1.26425e+006  1.08999e+006 1.28181e+006 1.47503e+006 1.71731e+006  1.08999e+006 1.2305e+006 1.35631e+006 1.52412e+006  1.08999e+006 1.17919e+006 1.24298e+006 1.34819e+006  1.08999e+006 1.12788e+006 1.13503e+006 1.18868e+006  1.08999e+006 1.07657e+006 1.03247e+006 1.04477e+006  1.08999e+006 1.02526e+006 935291 915618  1.08999e+006 973949 843500 800403  1.08999e+006 922639 757093 698293  1.08999e+006 871330 676072 608457  1.08999e+006 820020 600437 530066  1.08999e+006 768711 530186 462290  1.08999e+006 717401 465321 404299 
7.15077e+006 1.28761e+006  919707 1.11773e+006 1.30377e+006 1.86709e+006  919707 1.07761e+006 1.20768e+006 1.70416e+006  919707 1.03749e+006 1.11571e+006 1.55492e+006  919707 997371 1.02787e+006 1.41875e+006  919707 957252 944144 1.29502e+006  919707 917133 864539 1.18308e+006  919707 877014 789055 1.0823e+006  919707 836895 717692 992062  919707 796776 650449 911723  919707 756657 587327 840652  919707 716538 528326 778216  919707 676419 473445 723783 
6.97396e+006 1.34916e+006  838840 1.00259e+006 1.2321e+006 1.38503e+006  838840 965126 1.14361e+006 1.23782e+006  838840 927666 1.059e+006 1.10322e+006  838840 890206 978247 980653  838840 852747 901364 869521  838840 815287 828347 769232  838840 777827 759198 679193  838840 740367 693914 598812  838840 702908 632498 527495  838840 665448 574948 464649  838840 627988 521265 409683  838840 590529 471449 362002 
7.97033e+006 1.32287e+006  1.03521e+006 1.25725e+006 1.54015e+006 1.95989e+006  1.03521e+006 1.21015e+006 1.43033e+006 1.77633e+006  1.03521e+006 1.16305e+006 1.32534e+006 1.60833e+006  1.03521e+006 1.11595e+006 1.22516e+006 1.45516e+006  1.03521e+006 1.06885e+006 1.12981e+006 1.31609e+006  1.03521e+006 1.02175e+006 1.03928e+006 1.19038e+006  1.03521e+006 974650 953567 1.07731e+006  1.03521e+006 927551 872678 976135  1.03521e+006 880451 796612 886125  1.03521e+006 833351 725367 806547  1.03521e+006 786251 658944 736666  1.03521e+006 739151 597342 675750 
8.60483e+006 1.28883e+006  1.03127e+006 1.18976e+006 1.42148e+006 1.90591e+006  1.03127e+006 1.14185e+006 1.31201e+006 1.72659e+006  1.03127e+006 1.09394e+006 1.20749e+006 1.56302e+006  1.03127e+006 1.04603e+006 1.10795e+006 1.41442e+006  1.03127e+006 998118 1.01337e+006 1.28006e+006  1.03127e+006 950207 923750 1.15916e+006  1.03127e+006 902296 839100 1.05097e+006  1.03127e+006 854385 759415 954734  1.03127e+006 806473 684695 869694  1.03127e+006 758562 614941 795091  1.03127e+006 710651 550153 730169  1.03127e+006 662740 490330 674168 
6.87818e+006 1.21572e+006  956662 1.10738e+006 1.2591e+006 1.67003e+006  956662 1.06454e+006 1.15941e+006 1.50668e+006  956662 1.02169e+006 1.06415e+006 1.35766e+006  956662 978849 973313 1.22228e+006  956662 936005 886910 1.09987e+006  956662 893162 804936 989751  956662 850319 727393 891243  956662 807476 654279 803668  956662 764632 585596 726349  956662 721789 521342 658607  956662 678946 461518 599764  956662 636103 406123 549142 
6.73584e+006 1.27936e+006  1.03794e+006 1.18666e+006 1.30817e+006 1.76318e+006  1.03794e+006 1.13777e+006 1.19655e+006 1.58376e+006  1.03794e+006 1.08887e+006 1.09008e+006 1.42063e+006  1.03794e+006 1.03997e+006 988762 1.27299e+006  1.03794e+006 991074 892589 1.14007e+006  1.03794e+006 942177 801562 1.02105e+006  1.03794e+006 893280 715682 915158  1.03794e+006 844383 634949 821592  1.03794e+006 795486 559364 739563  1.03794e+006 746589 488925 668277  1.03794e+006 697691 423634 606942  1.03794e+006 648794 363489 554767 
7.00364e+006 1.15772e+006  874323 1.0068e+006 1.19241e+006 1.47663e+006  874323 964959 1.09762e+006 1.32292e+006  874323 923113 1.0072e+006 1.18294e+006  874323 881267 921163 1.05604e+006  874323 839421 839495 941525  874323 797575 762202 838742  874323 755729 689282 747017  874323 713883 620736 665681  874323 672037 556564 594066  874323 630191 496765 531503  874323 588345 441340 477321  874323 546499 390289 430851 
6.74734e+006 1.25224e+006  665536 779056 912311 1.31644e+006  665536 748065 840469 1.19789e+006  665536 717075 771873 1.08974e+006  665536 686084 706522 991488  665536 655093 644418 902641  665536 624102 585560 822697  665536 593111 529947 751158  665536 562120 477580 687525  665536 531129 428460 631300  665536 500139 382585 581984  665536 469148 339956 539078  665536 438157 300573 502085 
6.52178e+006 1.30402e+006  678474 821313 963055 1.24649e+006  678474 790498 889780 1.12452e+006  678474 759682 819728 1.01309e+006  678474 728867 752897 911704  678474 698052 689288 819869  678474 667237 628902 737090  678474 636421 571737 662870  678474 605606 517795 596715  678474 574791 467074 538129  678474 543976 419576 486616  678474 513160 375300 441682  678474 482345 334245 402829 
6.16236e+006 1.25663e+006  779357 933226 1.05434e+006 1.18208e+006  779357 898936 970834 1.04406e+006  779357 864645 890949 918124  779357 830355 814682 803722  779357 796065 742032 700286  779357 761774 673001 607256  779357 727484 607588 524069  779357 693193 545793 450164  779357 658903 487616 384979  779357 624612 433057 327953  779357 590322 382116 278523  779357 556032 334793 236128 
6.4167e+006 1.24096e+006  1.28416e+006 1.47493e+006 1.62657e+006 1.87748e+006  1.28416e+006 1.41631e+006 1.4889e+006 1.65567e+006  1.28416e+006 1.35769e+006 1.35744e+006 1.45396e+006  1.28416e+006 1.29908e+006 1.2322e+006 1.2714e+006  1.28416e+006 1.24046e+006 1.11318e+006 1.10703e+006  1.28416e+006 1.18184e+006 1.00036e+006 959888  1.28416e+006 1.12323e+006 893762 829002  1.28416e+006 1.06461e+006 793376 713414  1.28416e+006 1.00599e+006 699205 612159  1.28416e+006 947373 611247 524276  1.28416e+006 888756 529504 448801  1.28416e+006 830138 453974 384770 
6.35771e+006 1.27699e+006  858469 990786 1.10464e+006 2.57671e+006  858469 952997 1.01488e+006 2.42237e+006  858469 915207 929072 2.28102e+006  858469 877418 847212 2.15205e+006  858469 839629 769304 2.03485e+006  858469 801839 695348 1.92881e+006  858469 764050 625342 1.83332e+006  858469 726260 559288 1.74777e+006  858469 688471 497185 1.67155e+006  858469 650682 439034 1.60405e+006  858469 612892 384833 1.54465e+006  858469 575103 334584 1.49276e+006 
6.17659e+006 1.31614e+006  773831 909975 1.0272e+006 1.18735e+006  773831 875721 944319 1.05091e+006  773831 841468 865068 926526  773831 807214 789448 813645  773831 772960 717458 711697  773831 738707 649099 620118  773831 704453 584371 538341  773831 670199 523274 465802  773831 635946 465808 401934  773831 601692 411972 346171  773831 567439 361768 297950  773831 533185 315194 256703 
6.26652e+006 1.38037e+006  870274 1.04394e+006 1.20325e+006 1.47965e+006  870274 1.0052e+006 1.10874e+006 1.32187e+006  870274 966469 1.01834e+006 1.17784e+006  870274 927735 932046 1.04692e+006  870274 889001 849868 928478  870274 850266 771803 821861  870274 811532 697848 726430  870274 772797 628006 641545  870274 734063 562275 566563  870274 695329 500656 500843  870274 656594 443149 443744  870274 617860 389754 394624 
6.38053e+006 1.3858e+006  991527 1.20196e+006 1.43894e+006 1.60298e+006  991527 1.15951e+006 1.3335e+006 1.42461e+006  991527 1.11707e+006 1.2325e+006 1.2614e+006  991527 1.07462e+006 1.13596e+006 1.11267e+006  991527 1.03217e+006 1.04387e+006 977716  991527 989721 956223 855853  991527 947273 873031 746387  991527 904826 794289 648623  991527 862378 719997 561871  991527 819930 650155 485437  991527 777482 584764 418629  991527 735034 523823 360755 
6.32162e+006 1.43964e+006  1.14645e+006 1.33935e+006 1.49759e+006 1.65853e+006  1.14645e+006 1.29065e+006 1.3793e+006 1.46328e+006  1.14645e+006 1.24196e+006 1.26608e+006 1.28506e+006  1.14645e+006 1.19326e+006 1.15793e+006 1.12309e+006  1.14645e+006 1.14457e+006 1.05485e+006 976580  1.14645e+006 1.09587e+006 956845 844747  1.14645e+006 1.04717e+006 863905 726806  1.14645e+006 998479 776035 621972  1.14645e+006 949783 693234 529460  1.14645e+006 901087 615502 448484  1.14645e+006 852391 542840 378259  1.14645e+006 803695 475248 318001 
6.45623e+006 1.39434e+006  992508 1.1776e+006 1.33467e+006 1.47833e+006  992508 1.13319e+006 1.23049e+006 1.30784e+006  992508 1.08878e+006 1.13089e+006 1.15229e+006  992508 1.04437e+006 1.03587e+006 1.01098e+006  992508 999961 945437 883208  992508 955551 859582 768271  992508 911142 778310 665468  992508 866733 701618 574096  992508 822323 629507 493452  992508 777914 561978 422835  992508 733505 499030 361542  992508 689095 440663 308871 
6.41454e+006 1.30602e+006  994289 1.18747e+006 1.38772e+006 1.65215e+006  994289 1.14322e+006 1.28031e+006 1.47307e+006  994289 1.09897e+006 1.17757e+006 1.30957e+006  994289 1.05472e+006 1.07952e+006 1.16092e+006  994289 1.01048e+006 986132 1.0264e+006  994289 966231 897424 905278  994289 921984 813393 796829  994289 877738 734037 700324  994289 833491 659358 615037  994289 789244 589355 540240  994289 744997 524027 475206  994289 700750 463376 419208 
6.26758e+006 1.25865e+006  958947 1.11867e+006 1.31905e+006 1.49551e+006  958947 1.07639e+006 1.21772e+006 1.32811e+006  958947 1.03411e+006 1.12082e+006 1.17536e+006  958947 991830 1.02836e+006 1.03655e+006  958947 949550 940340 911011  958947 907269 856751 798048  958947 864989 777595 696976  958947 822709 702875 607109  958947 780429 632589 527760  958947 738148 566738 458244  958947 695868 505321 397874  958947 653588 448339 345964 
6.12624e+006 1.31265e+006  1.18028e+006 1.35939e+006 1.66233e+006 1.99778e+006  1.18028e+006 1.30519e+006 1.53792e+006 1.7941e+006  1.18028e+006 1.25098e+006 1.41912e+006 1.60825e+006  1.18028e+006 1.19678e+006 1.30593e+006 1.43939e+006  1.18028e+006 1.14257e+006 1.19833e+006 1.28665e+006  1.18028e+006 1.08837e+006 1.09634e+006 1.14919e+006  1.18028e+006 1.03416e+006 999956 1.02615e+006  1.18028e+006 979955 909171 916675  1.18028e+006 925749 823989 819911  1.18028e+006 871544 744409 735004  1.18028e+006 817339 670432 661099  1.18028e+006 763134 602058 597343 
5.87795e+006 1.42507e+006  866000 1.02866e+006 1.41853e+006 2.51615e+006  866000 987306 1.32196e+006 2.34719e+006  866000 945952 1.22973e+006 2.19219e+006  866000 904598 1.14185e+006 2.05047e+006  866000 863245 1.05831e+006 1.92136e+006  866000 821891 979122 1.80419e+006  866000 780538 904277 1.69829e+006  866000 739184 833778 1.603e+006  866000 697830 767625 1.51765e+006  866000 656477 705818 1.44156e+006  866000 615123 648357 1.37406e+006  866000 573769 595241 1.3145e+006 
6.46445e+006 1.34929e+006  1.07289e+006 1.24366e+006 1.54591e+006 1.75232e+006  1.07289e+006 1.19175e+006 1.42942e+006 1.56301e+006  1.07289e+006 1.13984e+006 1.31833e+006 1.3905e+006  1.07289e+006 1.08793e+006 1.21262e+006 1.23399e+006  1.07289e+006 1.03602e+006 1.11231e+006 1.09264e+006  1.07289e+006 984112 1.01738e+006 965643  1.07289e+006 932202 927848 852172  1.07289e+006 880292 843701 751404  1.07289e+006 828382 764945 662517  1.07289e+006 776471 691577 584690  1.07289e+006 724561 623599 517101  1.07289e+006 672651 561011 458928 
6.54607e+006 1.3694e+006  901094 1.09282e+006 1.27359e+006 1.84711e+006  901094 1.04987e+006 1.17429e+006 1.68205e+006  901094 1.00693e+006 1.07947e+006 1.53136e+006  901094 963982 989135 1.39436e+006  901094 921035 903283 1.27036e+006  901094 878089 821913 1.15867e+006  901094 835143 745026 1.05861e+006  901094 792196 672622 969473  901094 749250 604699 890582  901094 706303 541259 821246  901094 663357 482302 760775  901094 620410 427827 708481 
6.46877e+006 1.37103e+006  1.01762e+006 1.18819e+006 1.33175e+006 1.48238e+006  1.01762e+006 1.14102e+006 1.22222e+006 1.3052e+006  1.01762e+006 1.09385e+006 1.11764e+006 1.14396e+006  1.01762e+006 1.04668e+006 1.01801e+006 997912  1.01762e+006 999514 923321 866277  1.01762e+006 952345 833584 748296  1.01762e+006 905176 748797 643205  1.01762e+006 858007 668958 550239  1.01762e+006 810838 594067 468634  1.01762e+006 763669 524125 397625  1.01762e+006 716500 459131 336449  1.01762e+006 669331 399086 284340 
6.43461e+006 1.3225e+006  1.01141e+006 1.19286e+006 1.43188e+006 1.58188e+006  1.01141e+006 1.1446e+006 1.32021e+006 1.39902e+006  1.01141e+006 1.09633e+006 1.21361e+006 1.23245e+006  1.01141e+006 1.04807e+006 1.11211e+006 1.08138e+006  1.01141e+006 999807 1.0157e+006 945026  1.01141e+006 951543 924382 822602  1.01141e+006 903279 838150 713318  1.01141e+006 855016 757008 616390  1.01141e+006 806752 680956 531028  1.01141e+006 758488 609993 456448  1.01141e+006 710225 544120 391862  1.01141e+006 661961 483336 336482 
6.39162e+006 1.37424e+006  1.03157e+006 1.19651e+006 1.54131e+006 1.69532e+006  1.03157e+006 1.14782e+006 1.42898e+006 1.50926e+006  1.03157e+006 1.09912e+006 1.32174e+006 1.33945e+006  1.03157e+006 1.05043e+006 1.21959e+006 1.18511e+006  1.03157e+006 1.00173e+006 1.12254e+006 1.04545e+006  1.03157e+006 953040 1.03057e+006 919697  1.03157e+006 904346 943704 807057  1.03157e+006 855653 861928 706752  1.03157e+006 806959 785244 617998  1.03157e+006 758265 713653 540013  1.03157e+006 709571 647154 472012  1.03157e+006 660877 585749 413213 
6.48995e+006 1.3344e+006  987548 1.16071e+006 1.51939e+006 2.146e+006  987548 1.11611e+006 1.41312e+006 1.96438e+006  987548 1.07151e+006 1.31152e+006 1.79806e+006  987548 1.02691e+006 1.21458e+006 1.64633e+006  987548 982312 1.12231e+006 1.50847e+006  987548 937711 1.03469e+006 1.38374e+006  987548 893111 951746 1.27143e+006  987548 848510 873461 1.17083e+006  987548 803909 799840 1.0812e+006  987548 759309 730882 1.00183e+006  987548 714708 666587 931994  987548 670108 606956 870976 
6.25095e+006 1.28262e+006  900746 1.05725e+006 1.64293e+006 1.90838e+006  900746 1.01793e+006 1.54659e+006 1.73842e+006  900746 978597 1.45434e+006 1.58211e+006  900746 939268 1.36617e+006 1.43883e+006  900746 899940 1.28207e+006 1.30793e+006  900746 860612 1.20205e+006 1.1888e+006  900746 821284 1.12611e+006 1.0808e+006  900746 781955 1.05425e+006 983309  900746 742627 986466 895688  900746 703299 922761 817309  900746 663971 863134 747544  900746 624642 807584 685763 
6.90185e+006 1.33636e+006  912107 1.03523e+006 1.31278e+006 1.46941e+006  912107 993243 1.21628e+006 1.31081e+006  912107 951259 1.12413e+006 1.16608e+006  912107 909275 1.03634e+006 1.03457e+006  912107 867291 952891 915601  912107 825307 873797 808511  912107 783323 799054 712633  912107 741340 728662 627301  912107 699356 662621 551849  912107 657372 600932 485610  912107 615388 543594 427917  912107 573404 490607 378104 
8.00096e+006 1.43111e+006  1.25127e+006 1.40555e+006 1.75199e+006 1.99388e+006  1.25127e+006 1.34539e+006 1.61764e+006 1.77648e+006  1.25127e+006 1.28523e+006 1.48953e+006 1.57852e+006  1.25127e+006 1.22506e+006 1.36769e+006 1.39905e+006  1.25127e+006 1.1649e+006 1.2521e+006 1.23712e+006  1.25127e+006 1.10474e+006 1.14277e+006 1.09176e+006  1.25127e+006 1.04458e+006 1.03969e+006 962030  1.25127e+006 984417 942870 846964  1.25127e+006 924255 852307 745609  1.25127e+006 864094 768000 657011  1.25127e+006 803932 689950 580214  1.25127e+006 743770 618156 514262 
7.93674e+006 1.49515e+006  1.54861e+006 1.73886e+006 2.63352e+006 3.01003e+006  1.54861e+006 1.6667e+006 2.46563e+006 2.72294e+006  1.54861e+006 1.59455e+006 2.30527e+006 2.45989e+006  1.54861e+006 1.52239e+006 2.15245e+006 2.21972e+006  1.54861e+006 1.45024e+006 2.00716e+006 2.00128e+006  1.54861e+006 1.37808e+006 1.8694e+006 1.80341e+006  1.54861e+006 1.30593e+006 1.73918e+006 1.62496e+006  1.54861e+006 1.23378e+006 1.61649e+006 1.46476e+006  1.54861e+006 1.16162e+006 1.50134e+006 1.32167e+006  1.54861e+006 1.08947e+006 1.39371e+006 1.19454e+006  1.54861e+006 1.01731e+006 1.29363e+006 1.08219e+006  1.54861e+006 945159 1.20107e+006 983483 
7.34091e+006 1.4094e+006  1.0731e+006 1.23398e+006 1.70681e+006 3.08235e+006  1.0731e+006 1.18475e+006 1.59262e+006 2.88332e+006  1.0731e+006 1.13552e+006 1.48351e+006 2.70056e+006  1.0731e+006 1.08629e+006 1.37948e+006 2.5333e+006  1.0731e+006 1.03705e+006 1.28051e+006 2.38076e+006  1.0731e+006 987822 1.18663e+006 2.24217e+006  1.0731e+006 938590 1.09782e+006 2.11674e+006  1.0731e+006 889358 1.01409e+006 2.00371e+006  1.0731e+006 840126 935426 1.90231e+006  1.0731e+006 790894 861843 1.81174e+006  1.0731e+006 741663 793335 1.73125e+006  1.0731e+006 692431 729902 1.66005e+006 
7.29842e+006 1.37657e+006  978581 1.12015e+006 1.8521e+006 2.29383e+006  978581 1.07565e+006 1.74683e+006 2.10922e+006  978581 1.03115e+006 1.64615e+006 1.93942e+006  978581 986649 1.55006e+006 1.78373e+006  978581 942150 1.45855e+006 1.64145e+006  978581 897650 1.37163e+006 1.51187e+006  978581 853150 1.2893e+006 1.39431e+006  978581 808651 1.21155e+006 1.28805e+006  978581 764151 1.1384e+006 1.19239e+006  978581 719652 1.06983e+006 1.10665e+006  978581 675152 1.00584e+006 1.03011e+006  978581 630653 946448 962074 
6.99687e+006 1.42869e+006  920210 1.0806e+006 1.65298e+006 1.8481e+006  920210 1.04082e+006 1.5561e+006 1.67886e+006  920210 1.00103e+006 1.46331e+006 1.52327e+006  920210 961247 1.37462e+006 1.38068e+006  920210 921462 1.29001e+006 1.25048e+006  920210 881677 1.20949e+006 1.13204e+006  920210 841892 1.13305e+006 1.02472e+006  920210 802108 1.06071e+006 927895  920210 762323 992454 840943  920210 722538 928287 763233  920210 682754 868208 694136  920210 642969 812217 633023 
6.71145e+006 1.36426e+006  1.05365e+006 1.27432e+006 1.77855e+006 2.23449e+006  1.05365e+006 1.22629e+006 1.66318e+006 2.03471e+006  1.05365e+006 1.17826e+006 1.55282e+006 1.8514e+006  1.05365e+006 1.13023e+006 1.44744e+006 1.68379e+006  1.05365e+006 1.0822e+006 1.34707e+006 1.53111e+006  1.05365e+006 1.03417e+006 1.2517e+006 1.39259e+006  1.05365e+006 986137 1.16132e+006 1.26746e+006  1.05365e+006 938107 1.07595e+006 1.15495e+006  1.05365e+006 890076 995572 1.05429e+006  1.05365e+006 842045 920193 964709  1.05365e+006 794015 849813 885438  1.05365e+006 745984 784432 815706 
9.47259e+006 1.42646e+006  985319 1.18265e+006 1.73643e+006 2.03174e+006  985319 1.13652e+006 1.6262e+006 1.83997e+006  985319 1.09038e+006 1.5208e+006 1.66398e+006  985319 1.04425e+006 1.42023e+006 1.503e+006  985319 998114 1.32448e+006 1.35631e+006  985319 951979 1.23356e+006 1.22316e+006  985319 905845 1.14746e+006 1.1028e+006  985319 859710 1.06618e+006 994496  985319 813575 989732 897499  985319 767441 918108 811066  985319 721306 851309 734455  985319 675171 789334 666921 
9.22015e+006 1.35426e+006  978501 1.15101e+006 1.42846e+006 1.67586e+006  978501 1.10534e+006 1.32227e+006 1.49971e+006  978501 1.05968e+006 1.22084e+006 1.33888e+006  978501 1.01401e+006 1.12417e+006 1.19264e+006  978501 968337 1.03226e+006 1.06026e+006  978501 922668 945104 941013  978501 876999 862708 834158  978501 831329 785071 738967  978501 785660 712193 654707  978501 739991 644073 580647  978501 694322 580712 516056  978501 648653 522110 460200 
1.01256e+007 1.4629e+006  972429 1.18042e+006 1.57073e+006 1.80006e+006  972429 1.13776e+006 1.465e+006 1.61722e+006  972429 1.0951e+006 1.36375e+006 1.44957e+006  972429 1.05244e+006 1.26697e+006 1.29642e+006  972429 1.00978e+006 1.17467e+006 1.15706e+006  972429 967116 1.08685e+006 1.03081e+006  972429 924455 1.0035e+006 916960  972429 881794 924633 814816  972429 839133 850242 723682  972429 796473 780330 642859  972429 753812 714894 571650  972429 711151 653936 509358 
1.02265e+007 1.47125e+006  1.01302e+006 1.19271e+006 1.66349e+006 1.90683e+006  1.01302e+006 1.1503e+006 1.55639e+006 1.71958e+006  1.01302e+006 1.10789e+006 1.45372e+006 1.54762e+006  1.01302e+006 1.06548e+006 1.35549e+006 1.39025e+006  1.01302e+006 1.02307e+006 1.26169e+006 1.2468e+006  1.01302e+006 980661 1.17232e+006 1.11656e+006  1.01302e+006 938250 1.08739e+006 998837  1.01302e+006 895840 1.00689e+006 892950  1.01302e+006 853429 930820 798203  1.01302e+006 811018 859187 713905  1.01302e+006 768607 791987 639364  1.01302e+006 726197 729221 573889 
1.00943e+007 1.47163e+006  919807 1.13952e+006 1.44663e+006 1.90436e+006  919807 1.09948e+006 1.3454e+006 1.72752e+006  919807 1.05943e+006 1.2484e+006 1.56529e+006  919807 1.01938e+006 1.15564e+006 1.417e+006  919807 979332 1.06711e+006 1.28199e+006  919807 939285 982807 1.1596e+006  919807 899237 902741 1.04917e+006  919807 859190 826907 950021  919807 819142 755307 861501  919807 779095 687939 782942  919807 739047 624805 713682  919807 698999 565903 653057 
9.22982e+006 1.47221e+006  969426 1.16886e+006 1.76705e+006 2.26654e+006  969426 1.12491e+006 1.65921e+006 2.07485e+006  969426 1.08096e+006 1.55597e+006 1.89854e+006  969426 1.03701e+006 1.45735e+006 1.73688e+006  969426 993056 1.36333e+006 1.58917e+006  969426 949104 1.27391e+006 1.4547e+006  969426 905153 1.18911e+006 1.33275e+006  969426 861201 1.10891e+006 1.22261e+006  969426 817249 1.03331e+006 1.12357e+006  969426 773297 962322 1.03491e+006  969426 729345 895940 955925  969426 685393 834164 885896 
